symbol,tf,config,split,n,total_R,avg_R,win_pct,t_stat,profit_factor,maxDD_R,n_long,n_short
Germany 40,H1,A_macd_off,IS,55,-3.99,-0.0726,45.5,-0.44,0.87,12.0,32,23
Germany 40,H1,A_macd_off,OOS,31,3.07,0.099,48.4,0.42,1.2,5.0,22,9
Germany 40,H1,A_be_off,IS,20,10.0,0.5,50.0,1.45,2.0,3.0,13,7
Germany 40,H1,A_be_off,OOS,9,7.34,0.8154,66.7,1.67,3.45,2.0,6,3
Germany 40,H1,A_stack_off,IS,24,7.0,0.2917,54.2,1.02,1.64,3.0,15,9
Germany 40,H1,A_stack_off,OOS,11,7.34,0.6672,72.7,1.64,3.45,2.0,6,5
Germany 40,H1,A_tp3,IS,20,0.0,0.0001,55.0,0.0,1.0,4.0,13,7
Germany 40,H1,A_tp3,OOS,9,6.34,0.7044,66.7,1.18,3.11,2.0,6,3
Germany 40,H1,A_be_optimistic,IS,21,4.0,0.1905,52.4,0.64,1.4,3.0,14,7
Germany 40,H1,A_be_optimistic,OOS,9,3.34,0.3711,66.7,0.85,2.11,2.0,6,3
Germany 40,H1,setA_x0spread,IS,20,7.0,0.35,55.0,1.1,1.78,3.0,13,7
Germany 40,H1,setA_x0spread,OOS,10,7.41,0.7412,70.0,1.67,3.47,2.0,7,3
Germany 40,H1,setA_x2spread,IS,21,3.0,0.1429,57.1,0.51,1.33,3.0,14,7
Germany 40,H1,setA_x2spread,OOS,9,7.27,0.8081,66.7,1.65,3.42,2.0,6,3
Germany 40,M15,setA_60_125_250,IS,97,-13.59,-0.1402,38.1,-1.08,0.77,16.0,67,30
Germany 40,M15,setA_60_125_250,OOS,40,-9.99,-0.2498,40.0,-1.4,0.58,9.0,27,13
Germany 40,M15,setB_50_110_250,IS,119,-0.8,-0.0067,43.7,-0.06,0.99,14.0,80,39
Germany 40,M15,setB_50_110_250,OOS,46,-9.99,-0.2173,43.5,-1.32,0.62,9.0,29,17
Germany 40,M15,setC_40_120_350,IS,142,-10.12,-0.0713,42.3,-0.67,0.87,15.0,95,47
Germany 40,M15,setC_40_120_350,OOS,53,-5.28,-0.0997,49.1,-0.62,0.81,9.3,34,19
Germany 40,M15,A_macd_off,IS,243,-37.48,-0.1543,38.3,-1.92,0.75,37.5,154,89
Germany 40,M15,A_macd_off,OOS,121,-3.58,-0.0296,43.8,-0.25,0.95,15.0,65,56
Germany 40,M15,A_be_off,IS,95,-14.68,-0.1545,28.4,-1.04,0.79,14.0,65,30
Germany 40,M15,A_be_off,OOS,40,-4.0,-0.1,30.0,-0.45,0.86,7.0,27,13
Germany 40,M15,A_stack_off,IS,114,-18.59,-0.1631,37.7,-1.39,0.74,18.0,76,38
Germany 40,M15,A_stack_off,OOS,48,-6.34,-0.1322,41.7,-0.74,0.78,6.3,31,17
Germany 40,M15,A_tp3,IS,93,-7.59,-0.0816,38.7,-0.53,0.87,19.0,63,30
Germany 40,M15,A_tp3,OOS,39,-7.99,-0.2049,41.0,-0.97,0.65,11.0,26,13
Germany 40,M15,A_be_optimistic,IS,97,-18.16,-0.1872,40.2,-1.52,0.69,17.2,67,30
Germany 40,M15,A_be_optimistic,OOS,40,-11.99,-0.2998,40.0,-1.78,0.5,11.0,27,13
Germany 40,M15,setA_x0spread,IS,97,1.82,0.0188,48.5,0.14,1.04,11.0,68,29
Germany 40,M15,setA_x0spread,OOS,40,-5.99,-0.1498,45.0,-0.81,0.73,8.0,27,13
Germany 40,M15,setA_x2spread,IS,96,-24.0,-0.25,36.5,-1.96,0.62,23.0,66,30
Germany 40,M15,setA_x2spread,OOS,40,-12.0,-0.2999,35.0,-1.67,0.54,11.0,27,13
