fast,mid,slow,zone,expiry,be,is_n,is_total_R,is_avg_R,is_t,is_win,oos_n,oos_total_R,oos_avg_R,oos_t,oos_win
20,90,300,150.0,16,False,81,-6.0,-0.07407407407407407,-0.47809144373375734,30.864197530864196,40,17.0,0.425,1.7716320253982978,47.5
20,90,350,100.0,8,True,156,-3.4391809639776327,-0.02204603182036944,-0.22262655318598057,47.43589743589743,60,12.922054335541796,0.21536757225902994,1.2809629982065451,56.666666666666664
20,90,350,100.0,8,False,150,-11.569295635798433,-0.07712863757198955,-0.6813085319746724,30.666666666666664,58,21.921929481282874,0.37796430140142884,1.9241446704516885,46.55172413793103
20,90,350,100.0,12,True,162,-8.439175944571335,-0.052093678670193426,-0.5410894899355543,46.2962962962963,66,17.922062727696254,0.27154640496509475,1.688277844662666,59.09090909090909
20,90,350,100.0,12,False,155,-13.569295635798433,-0.0875438428116028,-0.7886377925201473,30.32258064516129,64,27.921929481282874,0.4362801481450449,2.32749936417655,48.4375
20,90,350,100.0,16,True,165,-8.439137930634171,-0.051146290488691945,-0.541108654617144,47.27272727272727,71,13.777446453347489,0.1940485415964435,1.2636582476410594,54.929577464788736
20,90,350,100.0,16,False,158,-13.569295635798433,-0.08588161794809135,-0.780733990140927,30.37974683544304,69,25.921929481282874,0.3756801374098967,2.0864888519278546,46.3768115942029
20,90,350,150.0,8,True,69,5.000107634970606,0.07246532804305225,0.47623252392625626,52.17391304347826,33,6.000071740558154,0.18182035577448952,0.8122868445567208,57.57575757575758
20,90,350,150.0,8,False,68,-2.0,-0.029411764705882353,-0.17153623989873,32.35294117647059,33,15.0,0.45454545454545453,1.7149858514250886,48.484848484848484
20,90,350,150.0,12,True,78,5.0001255025392055,0.064104173109477,0.45223301794620363,52.56410256410257,36,9.000071740558155,0.2500019927932821,1.1385594968165444,58.333333333333336
20,90,350,150.0,12,False,77,-2.0,-0.025974025974025976,-0.16119213995386378,32.467532467532465,36,18.0,0.5,1.9720265943665387,50.0
20,90,350,150.0,16,True,79,5.000147189189104,0.06329300239479878,0.45226455237050894,53.16455696202531,37,11.000071740558154,0.29729923623130144,1.359173858231823,59.45945945945946
20,90,350,150.0,16,False,78,-3.0,-0.038461538461538464,-0.2410668113763689,32.05128205128205,37,20.0,0.5405405405405406,2.162952281743501,51.35135135135135
20,110,200,100.0,8,True,161,-5.916984573781714,-0.036751456980010644,-0.3714407176129999,44.72049689440994,56,3.0188777154944524,0.053908530633829506,0.3427775502347269,57.14285714285714
20,110,200,100.0,8,False,155,-8.555540137049535,-0.05519703314225506,-0.49541592516681165,31.61290322580645,52,19.018751446802398,0.36574522013081534,1.7688227401585346,46.15384615384615
20,110,200,100.0,12,True,165,-4.916992538068066,-0.029799954776170097,-0.3021287084517277,44.24242424242424,62,13.018880678697693,0.20998194643060794,1.3347006964118142,61.29032258064516
20,110,200,100.0,12,False,159,-6.555540137049535,-0.04122981218270148,-0.37326381065776004,32.075471698113205,58,28.018751446802398,0.48308192149659307,2.456938163156809,50.0
20,110,200,100.0,16,True,168,-4.91695985409458,-0.029267618179134407,-0.30214164562558654,45.23809523809524,65,13.018880678697693,0.2002904719799645,1.2935486197106378,60.0
20,110,200,100.0,16,False,162,-6.555540137049536,-0.04046629714228109,-0.3696819331098405,32.098765432098766,61,28.018751446802398,0.45932379420987535,2.3963035830906305,49.18032786885246
20,110,200,150.0,8,True,69,3.0000927327666957,0.043479604822705735,0.28285146568913383,49.275362318840585,33,-1.8098628804894796,-0.05484432971180241,-0.29081694437939376,57.57575757575758
20,110,200,150.0,8,False,68,-5.0,-0.07352941176470588,-0.43423774894057265,30.88235294117647,32,10.190056872129661,0.3184392772540519,1.1952587206888219,43.75
20,110,200,150.0,12,True,80,5.000095119577423,0.06250118899471778,0.4313520159600136,48.75,36,1.1901371195105204,0.03305936443084779,0.1718736037206205,58.333333333333336
20,110,200,150.0,12,False,79,-4.0,-0.05063291139240506,-0.3204934467079102,31.645569620253166,35,13.190056872129661,0.37685876777513316,1.474969046820463,45.714285714285715
